customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
N327130,yes,Female,16,CAT 200,0,BS110,769.800001,10,76.9800001,356.699999,5,17.83499995,F,F,F,F,0,0,0,0
N309890,yes,Female,41,CAT 200,8,WC95,870,10,87,233.4,5,11.67,F,F,F,F,0,0,0,0
N242800,yes,Female,49,Play 300,0,BS110,660.6,25,165.15,669.6,2,13.392,F,F,F,F,0,0,0,0
N301130,yes,Female,49,CAT 100,0,WC95,419.4,15,62.91,123.9,5,6.195,T,T,T,T,9,17,31,45
N319020,yes,Female,31,CAT 200,1,CAS30,909.599999,10,90.9599999,175.2,5,8.76,F,F,T,F,0,0,34,0
N146840,yes,Male,26,CAT 200,2,ASAD90,975.6,10,97.56,126.899999,5,6.34499995,T,T,T,T,12,21,30,39
N225090,yes,Female,38,Play 100,0,S50,75.6,25,18.9,341.4,5,17.07,T,T,T,T,11,20,31,37
N259530,yes,Male,51,CAT 50,2,S80,344.400001,15,51.66000015,83.7,5,4.185,T,T,T,T,5,19,27,39
N111340,yes,Female,45,CAT 200,5,S80,1398.6,10,139.86,171,5,8.55,T,T,T,F,8,15,30,0
N297600,yes,Female,28,CAT 100,2,WC95,746.4,15,111.96,148.2,5,7.41,T,T,T,F,11,20,32,0
N127910,yes,Female,44,CAT 200,1,S80,1300.799999,10,130.0799999,447.9,5,22.395,T,T,T,T,15,18,28,36
N280500,yes,Male,30,Play 300,1,S80,213,25,53.25,588.900001,2,11.77800002,F,F,T,F,0,0,31,0
N259840,yes,Female,15,CAT 50,7,S80,316.800001,15,47.52000015,125.1,5,6.255,F,F,T,F,0,0,30,0
N248910,yes,Female,32,Play 300,0,BS110,0,25,0,513,2,10.26,F,F,F,F,0,0,0,0
N185080,yes,Male,24,CAT 200,2,ASAD90,737.399999,10,73.7399999,349.5,5,17.475,T,T,F,T,11,20,0,36
N238270,yes,Female,55,CAT 200,2,S50,713.4,10,71.34,309.6,5,15.48,F,F,F,F,0,0,0,0
N254300,yes,Male,22,CAT 100,1,S80,750.599999,15,112.5899999,156,5,7.8,F,F,F,F,0,0,0,0
N205590,yes,Male,23,Play 300,2,ASAD90,295.199999,25,73.79999975,653.7,2,13.074,T,F,T,T,11,0,30,37
N149740,yes,Female,44,CAT 200,2,S80,1583.399999,10,158.3399999,476.099999,5,23.80499995,T,T,T,T,6,21,30,42
N409840,yes,Female,42,CAT 200,12,SOP20,1315.200001,10,131.5200001,347.4,5,17.37,T,F,F,F,7,0,0,0
N100090,yes,Male,38,CAT 50,1,SOP20,99,15,14.85,53.099999,5,2.65499995,F,F,F,F,0,0,0,0
N259110,yes,Female,27,CAT 50,13,S80,312.600001,15,46.89000015,20.700001,5,1.03500005,F,F,F,F,0,0,0,0
N382790,yes,Male,15,Play 100,0,CAS60,92.400001,25,23.10000025,408.3,5,20.415,F,F,F,F,0,0,0,0
N364460,yes,Female,49,CAT 200,2,BS110,1009.200001,10,100.9200001,63.6,5,3.18,F,F,F,F,0,0,0,0
N414890,yes,Female,13,Play 100,13,BS110,66,25,16.5,390.3,5,19.515,T,T,T,T,12,19,28,39
N335560,yes,Male,23,CAT 50,8,S50,130.2,15,19.53,57.6,5,2.88,F,F,F,F,0,0,0,0
N395360,yes,Female,36,Play 300,1,WC95,658.2,25,164.55,697.2,2,13.944,F,F,F,F,0,0,0,0
N163700,yes,Female,75,Play 300,1,ASAD170,468.6,25,117.15,487.2,2,9.744,T,T,T,T,7,21,27,35
N109970,yes,Female,31,CAT 100,0,S80,568.800001,15,85.32000015,268.800001,5,13.44000005,F,F,F,F,0,0,0,0
N177020,yes,Female,18,CAT 200,1,ASAD90,1491,10,149.1,420.9,5,21.045,F,T,T,T,0,19,33,39
N344990,yes,Female,63,CAT 100,0,WC95,642.6,15,96.39,175.8,5,8.79,F,F,F,F,0,0,0,0
N281520,yes,Male,14,CAT 100,0,S50,342,15,51.3,179.1,5,8.955,F,T,F,F,0,19,0,0
N374840,yes,Male,48,CAT 50,11,CAS30,224.4,15,33.66,84.900001,5,4.24500005,F,F,F,F,0,0,0,0
N312860,yes,Male,23,CAT 200,0,S50,1371.600001,10,137.1600001,259.200001,5,12.96000005,F,F,F,F,0,0,0,0
N257010,yes,Female,32,CAT 100,6,BS210,837.6,15,125.64,147.6,5,7.38,T,T,T,T,12,24,32,41
N156530,yes,Male,46,Play 100,1,ASAD90,246,25,61.5,449.4,5,22.47,F,T,F,T,0,21,0,40
N307280,yes,Female,45,CAT 200,9,BS110,1138.8,10,113.88,27,5,1.35,F,F,F,F,0,0,0,0
N371750,yes,Male,22,CAT 200,2,S50,955.199999,10,95.5199999,61.199999,5,3.05999995,F,T,F,F,0,21,0,0
N148240,yes,Male,33,CAT 200,2,S50,1425.600001,10,142.5600001,301.499999,5,15.07499995,T,T,T,T,10,18,27,40
N265850,yes,Male,30,Play 100,7,S80,332.400002,25,83.1000005,310.5,5,15.525,F,F,F,F,0,0,0,0
N323910,yes,Female,33,CAT 200,2,CAS30,691.799999,10,69.1799999,600.6,5,30.03,T,T,T,T,7,22,32,39
N135810,yes,Male,45,CAT 200,2,ASAD90,1458.6,10,145.86,117.9,5,5.895,F,F,F,T,0,0,0,42
N311340,yes,Male,29,CAT 200,2,BS110,927.599999,10,92.7599999,73.5,5,3.675,F,T,F,F,0,21,0,0
N172510,yes,Male,25,CAT 200,1,ASAD170,1247.4,10,124.74,450.299999,5,22.51499995,F,F,F,F,0,0,0,0
N137080,yes,Male,31,CAT 200,8,S50,1171.8,10,117.18,260.400001,5,13.02000005,F,T,T,T,0,22,28,37
N133470,yes,Male,37,CAT 200,2,S80,1015.8,10,101.58,367.5,5,18.375,T,T,T,T,13,18,35,40
N328110,yes,Female,33,CAT 50,9,CAS30,118.2,15,17.73,54.3,5,2.715,F,F,F,F,0,0,0,0
N150880,yes,Male,28,CAT 200,1,S80,1974.600001,10,197.4600001,78,5,3.9,F,T,T,T,0,23,29,41
N166810,yes,Male,19,CAT 100,11,ASAD170,692.4,15,103.86,177.900001,5,8.89500005,F,F,F,F,0,0,0,0
N249350,yes,Female,54,Play 300,2,BS110,529.2,25,132.3,597,2,11.94,F,F,F,F,0,0,0,0
N416670,yes,Male,37,Play 300,12,SOP20,359.399999,25,89.84999975,866.7,2,17.334,F,F,F,F,0,0,0,0
N190650,yes,Male,15,CAT 200,1,ASAD90,1620,10,162,383.699999,5,19.18499995,F,T,T,T,0,18,31,39
N220200,yes,Male,28,Play 100,0,S50,84.6,25,21.15,220.2,5,11.01,F,F,F,F,0,0,0,0
N337790,yes,Male,20,CAT 100,1,BS110,648.599999,15,97.28999985,70.2,5,3.51,F,F,F,F,0,0,0,0
N309880,yes,Female,45,CAT 200,0,WC95,1107.6,10,110.76,370.200001,5,18.51000005,F,F,T,F,0,0,27,0
N119490,yes,Female,40,CAT 200,2,S50,1479,10,147.9,224.7,5,11.235,T,F,T,T,11,0,26,39
N142920,yes,Male,62,CAT 200,1,ASAD170,1467.6,10,146.76,112.500001,5,5.62500005,F,F,F,F,0,0,0,0
N197500,yes,Female,22,CAT 200,3,ASAD170,919.199999,10,91.9199999,190.199999,5,9.50999995,T,T,T,F,5,15,29,0
N164040,yes,Male,34,Play 300,1,ASAD170,657.600001,25,164.4000003,710.399999,2,14.20799998,F,T,T,F,0,24,28,0
N372940,yes,Female,18,CAT 50,5,BS110,214.8,15,32.22,105.6,5,5.28,F,F,F,T,0,0,0,39
N212950,yes,Male,18,Play 100,2,CAS30,36.114258,25,9.0285645,24.912149,5,1.24560745,F,F,F,F,0,0,0,0
N136370,yes,Female,33,CAT 200,11,S50,1484.400001,10,148.4400001,169.5,5,8.475,F,T,T,T,0,22,23,39
N182060,yes,Male,14,CAT 200,0,ASAD90,949.2,10,94.92,876.299999,5,43.81499995,T,T,T,T,7,15,29,39
N320950,yes,Male,14,CAT 200,1,S50,1742.4,10,174.24,525.3,5,26.265,T,T,T,F,7,21,30,0
N326700,yes,Male,59,CAT 200,2,CAS30,687,10,68.7,346.2,5,17.31,T,T,T,T,13,18,29,36
N254680,yes,Male,40,CAT 100,2,S80,691.8,15,103.77,233.400001,5,11.67000005,F,F,T,F,0,0,29,0
N167260,yes,Male,17,CAT 100,2,ASAD90,477.6,15,71.64,272.1,5,13.605,F,F,F,F,0,0,0,0
N325600,yes,Male,30,CAT 200,0,S50,948.600001,10,94.8600001,284.100001,5,14.20500005,F,F,F,F,0,0,0,0
N268560,yes,Female,25,Play 100,2,BS210,143.399998,25,35.8499995,304.5,5,15.225,F,F,F,F,0,0,0,0
N170710,yes,Female,22,CAT 100,2,ASAD170,580.2,15,87.03,301.5,5,15.075,T,F,T,T,9,0,34,37
N172550,yes,Male,18,CAT 200,2,ASAD170,1410,10,141,156,5,7.8,T,T,F,T,8,16,0,40
N271560,yes,Female,57,Play 100,2,S80,102,25,25.5,387.600001,5,19.38000005,T,F,T,T,12,0,27,42
N109550,yes,Female,28,CAT 100,2,ASAD90,621.6,15,93.24,120.6,5,6.03,F,T,F,F,0,18,0,0
N161780,yes,Female,44,Play 300,9,ASAD170,355.800001,25,88.95000025,768,2,15.36,T,T,T,T,11,19,28,37
N177540,yes,Male,16,CAT 200,6,S50,991.799999,10,99.1799999,345,5,17.25,T,T,T,F,12,22,36,0
N154940,yes,Male,35,CAT 200,2,S80,919.2,10,91.92,441.300001,5,22.06500005,F,F,F,F,0,0,0,0
N131720,yes,Female,33,CAT 200,0,ASAD90,909,10,90.9,58.5,5,2.925,T,F,F,T,7,0,0,41
N398410,yes,Male,25,CAT 100,12,SOP10,512.400001,15,76.86000015,359.400001,5,17.97000005,F,F,F,F,0,0,0,0
N196900,yes,Male,17,CAT 200,6,S50,1721.400001,10,172.1400001,207,5,10.35,F,F,F,F,0,0,0,0
N269590,yes,Female,43,Play 100,2,S80,318,25,79.5,253.500001,5,12.67500005,F,F,F,F,0,0,0,0
N224950,yes,Female,56,Play 100,8,BS110,86.4,25,21.6,130.8,5,6.54,F,F,F,F,0,0,0,0
N398560,yes,Female,57,CAT 100,13,S50,493.2,15,73.98,209.7,5,10.485,T,T,T,T,11,19,32,43
N294400,yes,Male,18,CAT 100,0,BS110,583.8,15,87.57,225.3,5,11.265,F,F,F,F,0,0,0,0
N253420,yes,Male,14,Play 300,2,BS110,441.6,25,110.4,435.9,2,8.718,F,F,T,F,0,0,27,0
N317530,yes,Male,18,CAT 200,10,CAS30,959.4,10,95.94,179.1,5,8.955,T,T,F,F,9,18,0,0
N342710,yes,Female,47,CAT 100,1,BS110,337.800001,15,50.67000015,215.7,5,10.785,F,F,F,F,0,0,0,0
N249470,yes,Male,13,CAT 100,1,BS110,613.199999,15,91.97999985,0,5,0,F,F,T,F,0,0,25,0
N315950,yes,Male,20,CAT 200,1,CAS30,1499.400001,10,149.9400001,419.400001,5,20.97000005,F,F,F,F,0,0,0,0
N382380,yes,Male,38,Play 100,2,ASAD90,169.199999,25,42.29999975,269.1,5,13.455,T,F,F,F,11,0,0,0
N149750,yes,Female,62,CAT 200,2,ASAD170,1815,10,181.5,390.9,5,19.545,T,T,F,T,7,18,0,43
N412780,yes,Male,37,Play 100,13,S50,238.2,25,59.55,433.499999,5,21.67499995,F,F,F,F,0,0,0,0
N410210,yes,Female,16,CAT 200,15,SOP20,1963.199999,10,196.3199999,270.9,5,13.545,T,T,F,T,8,21,0,37
N402920,yes,Male,55,CAT 200,14,SOP20,743.4,10,74.34,324.6,5,16.23,T,T,T,F,14,14,30,0
N186660,yes,Female,25,CAT 200,2,ASAD90,582.6,10,58.26,440.7,5,22.035,T,T,T,F,13,22,29,0
N220290,yes,Female,38,Play 100,8,S50,46.2,25,11.55,297.9,5,14.895,F,F,F,F,0,0,0,0
N252160,yes,Male,14,CAT 50,0,BS110,351.599999,15,52.73999985,41.400001,5,2.07000005,F,T,F,F,0,15,0,0
N320460,yes,Male,14,CAT 200,1,S50,925.799999,10,92.5799999,215.099999,5,10.75499995,F,F,T,T,0,0,32,36
N143700,yes,Male,62,CAT 200,1,S80,1023,10,102.3,570.6,5,28.53,T,T,F,T,7,21,0,42
N337830,yes,Male,22,CAT 100,2,S50,378,15,56.7,139.8,5,6.99,F,F,F,F,0,0,0,0
N365250,yes,Female,41,CAT 200,4,WC95,575.4,10,57.54,455.7,5,22.785,T,T,F,T,5,20,0,43
N312950,yes,Female,58,CAT 200,0,WC95,922.2,10,92.22,389.7,5,19.485,F,F,F,T,0,0,0,40
N412010,yes,Female,34,Play 100,12,SOP20,7.066613,25,1.76665325,24.354576,5,1.2177288,T,T,T,T,9,18,28,42
N205820,yes,Male,24,Play 300,0,ASAD170,535.2,25,133.8,737.7,2,14.754,F,F,F,F,0,0,0,0
N163300,yes,Female,35,Play 300,1,S50,316.8,25,79.2,474.600001,2,9.49200002,T,T,T,T,9,26,33,41
N335410,yes,Female,28,CAT 50,1,BS110,291,15,43.65,139.2,5,6.96,F,F,F,F,0,0,0,0
N371670,yes,Female,16,CAT 200,0,CAS30,795,10,79.5,477.899998,5,23.8949999,F,F,F,F,0,0,0,0
N141720,yes,Male,27,CAT 200,2,ASAD90,1627.8,10,162.78,404.4,5,20.22,T,T,T,T,10,20,26,38
N387300,yes,Female,21,Play 100,2,ASAD90,259.199999,25,64.79999975,294.899999,5,14.74499995,F,F,F,F,0,0,0,0
N155030,yes,Female,31,CAT 200,9,ASAD170,1503,10,150.3,332.4,5,16.62,F,F,F,F,0,0,0,0
N277330,yes,Female,37,Play 300,2,BS210,43.8,25,10.95,680.400001,2,13.60800002,F,F,F,F,0,0,0,0
N100020,yes,Male,27,CAT 50,0,SOP10,39.437279,15,5.91559185,21.152722,5,1.0576361,T,F,F,F,11,0,0,0
N322090,yes,Male,62,CAT 200,10,BS110,1569.6,10,156.96,367.499999,5,18.37499995,F,F,F,F,0,0,0,0
N214320,yes,Male,20,Play 100,9,CAS30,37.298616,25,9.324654,39.463267,5,1.97316335,T,F,F,T,8,0,0,42
N247310,yes,Female,22,CAT 200,0,BS110,862.800001,10,86.2800001,172.2,5,8.61,F,F,F,F,0,0,0,0
N342910,yes,Male,54,CAT 100,1,S50,685.2,15,102.78,83.100001,5,4.15500005,F,F,F,F,0,0,0,0
N275140,yes,Male,70,Play 300,4,BS210,234.6,25,58.65,768,2,15.36,T,F,T,T,11,0,33,40
N224090,yes,Female,15,Play 100,0,BS110,63.599999,25,15.89999975,99,5,4.95,F,F,F,F,0,0,0,0
N203010,yes,Female,14,CAT 200,2,ASAD90,1234.2,10,123.42,528.9,5,26.445,T,F,T,T,7,0,30,44
N373180,yes,Male,62,CAT 50,2,S50,187.8,15,28.17,33.9,5,1.695,F,F,F,F,0,0,0,0
N216360,yes,Male,31,Play 100,1,S50,106.200001,25,26.55000025,83.099999,5,4.15499995,F,F,T,F,0,0,34,0
N291840,yes,Female,30,CAT 100,8,WC95,601.200001,15,90.18000015,18,5,0.9,T,F,F,F,10,0,0,0
N296570,yes,Female,20,CAT 100,0,WC95,568.2,15,85.23,40.8,5,2.04,T,T,F,T,11,19,0,41
N172490,yes,Female,17,CAT 200,1,ASAD170,1138.8,10,113.88,224.4,5,11.22,T,T,F,T,6,17,0,38
N148020,yes,Female,50,CAT 200,2,ASAD90,1228.8,10,122.88,243.9,5,12.195,T,F,T,F,10,0,30,0
N181390,yes,Female,19,CAT 200,1,ASAD90,1498.8,10,149.88,111.6,5,5.58,F,F,F,F,0,0,0,0
N115780,yes,Male,29,CAT 200,5,ASAD90,1011,10,101.1,60.299999,5,3.01499995,T,T,T,F,8,23,31,0
N348830,yes,Female,19,CAT 100,0,WC95,673.200001,15,100.9800002,21.3,5,1.065,F,F,F,F,0,0,0,0
N286030,yes,Male,37,CAT 100,2,S50,410.400001,15,61.56000015,160.2,5,8.01,T,F,F,F,6,0,0,0
N395340,yes,Female,27,Play 300,0,ASAD90,634.8,25,158.7,637.5,2,12.75,F,F,F,F,0,0,0,0
N279510,yes,Female,33,Play 300,1,S80,66.6,25,16.65,794.100001,2,15.88200002,F,F,F,F,0,0,0,0
N345070,yes,Female,18,CAT 100,0,BS110,400.199999,15,60.02999985,178.5,5,8.925,F,T,T,F,0,21,23,0
N335340,yes,Male,16,CAT 50,1,BS110,197.399999,15,29.60999985,73.8,5,3.69,T,T,T,T,13,21,33,35
N118850,yes,Male,30,CAT 200,0,S50,1379.400001,10,137.9400001,42.599999,5,2.12999995,T,T,F,T,15,19,0,41
N111370,yes,Male,28,CAT 200,0,S50,876,10,87.6,150.3,5,7.515,T,T,T,F,7,17,31,0
N124880,yes,Male,42,CAT 200,1,S50,658.800001,10,65.8800001,429.299999,5,21.46499995,F,F,F,F,0,0,0,0
N375830,yes,Male,51,CAT 50,1,BS110,251.399999,15,37.70999985,93,5,4.65,F,F,F,F,0,0,0,0
N326490,yes,Male,19,CAT 200,1,S50,812.399999,10,81.2399999,408,5,20.4,T,T,T,T,10,20,33,42
N347590,yes,Male,42,CAT 100,2,S50,301.2,15,45.18,131.399999,5,6.56999995,T,T,T,T,7,14,27,42
N410930,yes,Male,23,CAT 50,12,BS110,277.2,15,41.58,107.4,5,5.37,T,T,T,F,9,21,31,0
N156780,yes,Female,26,Play 100,2,S50,346.2,25,86.55,336,5,16.8,T,T,T,T,7,20,31,41
N190090,yes,Male,21,CAT 200,2,ASAD90,797.4,10,79.74,587.099999,5,29.35499995,T,T,T,T,11,16,28,39
N414060,yes,Male,38,Play 100,15,S50,144,25,36,333.9,5,16.695,T,T,T,F,9,17,30,0
N123570,yes,Male,27,CAT 200,0,ASAD90,1297.200001,10,129.7200001,432.3,5,21.615,F,F,F,F,0,0,0,0
N304360,yes,Male,20,CAT 200,2,CAS30,996,10,99.6,231.300001,5,11.56500005,F,F,F,F,0,0,0,0
N304850,yes,Male,28,CAT 200,2,CAS30,1732.199999,10,173.2199999,511.800001,5,25.59000005,T,T,T,T,9,19,31,42
N234300,yes,Female,32,CAT 100,1,S50,642,15,96.3,174.599999,5,8.72999995,F,F,F,F,0,0,0,0
N334480,yes,Male,27,CAT 50,1,S50,145.200001,15,21.78000015,59.4,5,2.97,T,T,F,F,13,23,0,0
N102300,yes,Male,54,Play 100,1,SOP10,41.4,25,10.35,67.799999,5,3.38999995,F,F,F,F,0,0,0,0
N147610,yes,Male,28,CAT 200,1,ASAD90,1173.599999,10,117.3599999,219.900001,5,10.99500005,F,F,F,F,0,0,0,0
N403420,yes,Female,24,CAT 200,14,BS110,2214.6,10,221.46,354,5,17.7,T,T,F,T,8,16,0,38
N379830,yes,Female,23,Play 100,1,ASAD90,231.6,25,57.9,275.4,5,13.77,F,F,F,F,0,0,0,0
N339040,yes,Female,14,CAT 100,11,CAS30,495,15,74.25,134.100001,5,6.70500005,T,T,F,T,9,19,0,34
N305540,yes,Male,70,CAT 200,2,CAS30,1173,10,117.3,361.799999,5,18.08999995,F,F,F,F,0,0,0,0
N291320,yes,Male,66,CAT 100,11,S50,590.4,15,88.56,354.6,5,17.73,T,F,T,T,9,0,29,39
N348090,yes,Female,18,CAT 100,1,CAS30,702.6,15,105.39,18.3,5,0.915,F,F,F,F,0,0,0,0
N148820,yes,Male,30,CAT 200,1,S80,2136.6,10,213.66,51.299999,5,2.56499995,T,T,T,F,8,23,29,0
N240520,yes,Female,12,Play 100,2,BS110,213.6,25,53.4,488.700001,5,24.43500005,F,F,F,F,0,0,0,0
N395890,yes,Female,35,Play 300,0,WC95,416.4,25,104.1,517.8,2,10.356,F,F,T,F,0,0,34,0
N150120,yes,Female,30,CAT 200,10,ASAD170,1577.400001,10,157.7400001,173.099999,5,8.65499995,T,T,T,F,6,18,26,0
N214020,yes,Female,15,Play 100,1,CAS30,33.810944,25,8.452736,37.883065,5,1.89415325,F,F,F,F,0,0,0,0
N364900,yes,Male,23,CAT 200,1,BS110,1389.6,10,138.96,132.300001,5,6.61500005,F,F,F,F,0,0,0,0
N385440,yes,Male,13,Play 100,37,CAS60,165.599999,25,41.39999975,349.5,5,17.475,F,F,F,F,0,0,0,0
N369830,yes,Female,20,CAT 200,0,WC95,1107.6,10,110.76,283.8,5,14.19,F,F,T,F,0,0,31,0
N109220,yes,Female,46,CAT 100,0,ASAD90,580.8,15,87.12,318,5,15.9,T,T,T,T,8,20,26,40
N318190,yes,Male,20,CAT 200,1,S50,882.6,10,88.26,451.2,5,22.56,F,T,T,T,0,19,29,37
N126550,yes,Female,36,CAT 200,0,S50,889.200001,10,88.9200001,244.200001,5,12.21000005,T,F,T,T,14,0,31,39
N196380,yes,Female,17,CAT 200,10,ASAD90,1513.8,10,151.38,63.9,5,3.195,T,T,T,F,7,19,32,0
N270350,yes,Male,33,Play 100,1,BS210,72.6,25,18.15,456.3,5,22.815,F,F,F,F,0,0,0,0
N340580,yes,Female,56,CAT 100,0,BS110,329.4,15,49.41,138,5,6.9,F,F,F,F,0,0,0,0
N320590,yes,Male,52,CAT 200,2,S50,999.6,10,99.96,408.3,5,20.415,F,F,F,F,0,0,0,0
N284760,yes,Female,45,CAT 100,10,WC95,606.6,15,90.99,262.200001,5,13.11000005,F,F,F,F,0,0,0,0
N229720,yes,Female,44,Play 100,1,S50,81.599999,25,20.39999975,225,5,11.25,T,T,T,T,7,18,32,41
N176950,yes,Female,24,CAT 200,2,ASAD90,829.8,10,82.98,142.5,5,7.125,F,F,F,F,0,0,0,0
N280880,yes,Male,34,CAT 100,10,BS110,327,15,49.05,254.100001,5,12.70500005,T,T,T,F,14,20,26,0
N351890,yes,Male,71,CAT 100,4,CAS30,423,15,63.45,33.9,5,1.695,T,F,F,F,15,0,0,0
N371270,yes,Female,34,CAT 200,0,WC95,933,10,93.3,68.700001,5,3.43500005,F,F,F,F,0,0,0,0
N319860,yes,Female,19,CAT 200,1,WC95,819.6,10,81.96,303.6,5,15.18,F,F,F,F,0,0,0,0
N177310,yes,Male,21,CAT 200,1,ASAD90,1477.2,10,147.72,331.8,5,16.59,F,F,F,F,0,0,0,0
N202530,yes,Female,25,CAT 200,1,ASAD90,1359,10,135.9,57,5,2.85,T,T,F,F,8,18,0,0
N219910,yes,Male,26,Play 100,2,BS110,90.6,25,22.65,237.6,5,11.88,T,F,T,F,4,0,25,0
N252290,yes,Male,25,Play 100,7,BS110,45.599999,25,11.39999975,0,5,0,T,T,T,F,7,16,25,0
N404950,yes,Male,14,CAT 200,15,SOP10,938.4,10,93.84,143.4,5,7.17,T,T,T,T,14,23,31,37
N258340,yes,Male,24,CAT 100,2,S80,856.800001,15,128.5200002,45,5,2.25,F,F,F,F,0,0,0,0
N386260,yes,Male,22,Play 100,7,S80,140.400001,25,35.10000025,291,5,14.55,F,F,F,F,0,0,0,0
N367860,yes,Male,49,CAT 200,1,CAS30,859.2,10,85.92,356.1,5,17.805,F,F,F,F,0,0,0,0
N130520,yes,Male,38,CAT 200,2,S80,927.6,10,92.76,83.4,5,4.17,F,T,T,T,0,20,32,40
N134210,yes,Female,38,CAT 200,1,S50,2267.399999,10,226.7399999,49.5,5,2.475,T,T,F,T,9,21,0,40
N407300,yes,Male,46,CAT 200,13,BS110,985.8,10,98.58,606.899999,5,30.34499995,F,T,F,F,0,16,0,0
N202110,yes,Male,20,CAT 200,0,ASAD170,1181.4,10,118.14,46.8,5,2.34,T,T,T,T,9,19,28,34
N309910,yes,Male,38,CAT 200,1,BS110,880.8,10,88.08,156.599999,5,7.82999995,F,F,F,F,0,0,0,0
N267670,yes,Male,25,Play 100,1,BS210,265.799999,25,66.44999975,365.1,5,18.255,F,F,F,F,0,0,0,0
N332840,yes,Male,24,CAT 50,1,S50,340.2,15,51.03,48,5,2.4,F,F,F,F,0,0,0,0
N156180,yes,Male,41,Play 100,0,ASAD170,115.199999,25,28.79999975,385.5,5,19.275,F,T,T,T,0,16,31,39
N117390,yes,Male,36,CAT 200,2,ASAD90,928.200001,10,92.8200001,666.599999,5,33.32999995,T,T,T,T,9,20,30,36
N348030,yes,Female,16,CAT 100,10,BS110,484.8,15,72.72,61.2,5,3.06,F,F,F,F,0,0,0,0
N347660,yes,Female,33,CAT 100,0,WC95,342,15,51.3,134.100001,5,6.70500005,F,F,T,T,0,0,27,44
N310380,yes,Male,19,CAT 200,2,BS110,817.8,10,81.78,315,5,15.75,F,T,F,F,0,20,0,0
N328800,yes,Female,41,CAT 50,8,WC95,246,15,36.9,192.6,5,9.63,F,F,F,F,0,0,0,0
N148790,yes,Male,32,CAT 200,6,ASAD170,1462.200001,10,146.2200001,404.099999,5,20.20499995,F,T,T,T,0,23,31,43
N280820,yes,Female,21,CAT 100,2,CAS30,433.800001,15,65.07000015,75,5,3.75,F,T,T,T,0,17,32,40
N367830,yes,Female,12,CAT 200,0,WC95,1422,10,142.2,336.600001,5,16.83000005,T,F,T,T,10,0,29,37
N356790,yes,Male,23,CAT 200,0,CAS30,1156.199999,10,115.6199999,448.199999,5,22.40999995,F,F,F,F,0,0,0,0
N340970,yes,Female,34,CAT 100,1,CAS30,606.6,15,90.99,171.9,5,8.595,F,F,F,F,0,0,0,0
N377470,yes,Female,55,Play 100,2,ASAD90,200.4,25,50.1,382.2,5,19.11,F,F,F,F,0,0,0,0
N341030,yes,Male,29,CAT 100,0,S50,549,15,82.35,179.699999,5,8.98499995,F,F,F,F,0,0,0,0
N149650,yes,Male,42,CAT 200,0,ASAD170,1985.4,10,198.54,505.2,5,25.26,F,F,T,F,0,0,32,0
N402050,yes,Female,25,CAT 200,14,SOP10,909,10,90.9,565.8,5,28.29,T,T,T,T,12,22,31,36
N264180,yes,Female,51,Play 100,1,BS210,45,25,11.25,294.9,5,14.745,T,T,T,T,8,19,32,41
N406250,yes,Female,34,CAT 200,13,SOP20,1357.8,10,135.78,250.499999,5,12.52499995,T,F,T,T,8,0,32,38
N324140,yes,Female,30,CAT 200,2,WC95,664.2,10,66.42,420.3,5,21.015,F,F,F,F,0,0,0,0
N154530,yes,Male,33,CAT 200,7,ASAD90,1425.6,10,142.56,404.4,5,20.22,T,T,T,F,6,18,35,0
N283070,yes,Female,14,CAT 100,1,BS110,510,15,76.5,120.6,5,6.03,F,F,F,F,0,0,0,0
N249250,yes,Female,29,Play 300,9,BS110,300,25,75,398.4,2,7.968,F,F,F,F,0,0,0,0
N159850,yes,Male,34,Play 300,2,S50,728.400001,25,182.1000003,762.899999,2,15.25799998,T,F,T,T,6,0,30,42
N191410,yes,Male,19,CAT 200,7,ASAD170,720,10,72,382.2,5,19.11,T,T,T,T,13,13,31,42
N134000,yes,Male,38,CAT 200,0,ASAD90,785.4,10,78.54,304.2,5,15.21,T,F,F,T,5,0,0,42
N293970,yes,Male,30,CAT 100,1,S50,381,15,57.15,161.7,5,8.085,T,T,T,F,5,20,26,0
N376400,yes,Female,29,CAT 50,1,WC95,305.399999,15,45.80999985,100.8,5,5.04,F,F,F,F,0,0,0,0
N110000,yes,Female,47,CAT 100,1,ASAD90,553.199999,15,82.97999985,277.199999,5,13.85999995,T,T,T,T,8,22,31,40
N273690,yes,Female,47,Play 300,2,S80,453.6,25,113.4,740.7,2,14.814,F,F,F,F,0,0,0,0
N154980,yes,Male,30,CAT 200,11,S80,2128.2,10,212.82,641.400001,5,32.07000005,T,T,T,T,11,23,26,37
N414320,yes,Female,17,Play 100,12,SOP10,78.600001,25,19.65000025,228.9,5,11.445,T,T,F,T,8,20,0,40
N233600,yes,Female,58,CAT 100,2,BS110,384.600001,15,57.69000015,265.8,5,13.29,F,T,T,T,0,19,28,38
N100060,yes,Male,29,CAT 50,1,SOP10,46.259545,15,6.93893175,11.085237,5,0.55426185,F,F,F,F,0,0,0,0
